OBJECTID_12,FID_Movimientos_AreaPotencial,OBJECTID_1,Shape_Leng,a,OBJECTID,ENCUEST,DPTO,MUNICIPIO,VEREDA,PARTE,ETIQUETA,ESTE_ESC,NORTE_ESC,ESTE_CUERP,NORT_CUERP,ESTE,FECHA_REP,NORTE,ALTITUD,TIPO_MOV1,TIPO_MOV2,SUBTIPO_1,SUBTIPO_2,ACTIVIDAD,ELEM_EXP,COD_SIMMA,FECHA_MOV,PLANCHA,ID_MOV,ID_PARTE,REF_GEOGRF,FTE_INFSEC,EDAD_RELAT,Shape_Le_1,FID_RasterT_Amenaza1,Id,gridcode,AMENAZA,Shape_Length,Shape_Area
48,24,24,251.3765851,0,55,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085195.283,26/9/2019 00:00,1289410.288,687,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM039, ,Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca del corregimiento El Naranjo.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,251.3765851,1202,1202,2,ALTA,250.7275194,2434.844398
49,25,25,745.2986501,0,56,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,ft,0,0,0,0,1084447.034,26/9/2019 00:00,1288090.617,639,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM049, ,Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca del drenaje rÃƒÂ­o Sucio.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,745.2986501,1202,1202,2,ALTA,652.4385976,6085.312111
50,26,26,123.158958,0,58,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081268.775,26/9/2019 00:00,1286096.306,942,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM023, ,Cerca del corregimiento Vaiven.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,123.158958,1238,1238,2,ALTA,92.80084116,345.9546414
51,26,26,123.158958,0,58,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081268.775,26/9/2019 00:00,1286096.306,942,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM023, ,Cerca del corregimiento Vaiven.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,123.158958,1242,1242,2,ALTA,38.6735577,73.37552904
52,26,26,123.158958,0,58,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081268.775,26/9/2019 00:00,1286096.306,942,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM023, ,Cerca del corregimiento Vaiven.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,123.158958,1406,1406,1,MEDIA,67.78475919,72.72980188
53,27,27,229.3027945,0,59,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1081281.277,26/9/2019 00:00,1286561.036,903,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM029, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,229.3027945,1132,1132,2,ALTA,39.85048494,87.92504448
54,27,27,229.3027945,0,59,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1081281.277,26/9/2019 00:00,1286561.036,903,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM029, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,229.3027945,1136,1136,2,ALTA,69.43761876,271.4789669
55,27,27,229.3027945,0,59,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1081281.277,26/9/2019 00:00,1286561.036,903,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM029, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,229.3027945,1137,1137,2,ALTA,91.06288285,162.0699628
56,27,27,229.3027945,0,59,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1081281.277,26/9/2019 00:00,1286561.036,903,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM029, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,229.3027945,1406,1406,1,MEDIA,196.8254079,337.8800014
57,28,28,204.6521971,0,60,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081435.163,26/9/2019 00:00,1286782.525,861,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM030, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,204.6521971,1066,1066,2,ALTA,35.61951356,75.78632339
58,28,28,204.6521971,0,60,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081435.163,26/9/2019 00:00,1286782.525,861,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM030, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,204.6521971,1069,1069,2,ALTA,42.89717763,116.8977255
59,28,28,204.6521971,0,60,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081435.163,26/9/2019 00:00,1286782.525,861,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM030, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,204.6521971,1076,1076,2,ALTA,43.15637994,113.1918865
60,28,28,204.6521971,0,60,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081435.163,26/9/2019 00:00,1286782.525,861,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM030, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,204.6521971,1085,1085,2,ALTA,65.66531401,233.9948659
61,28,28,204.6521971,0,60,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081435.163,26/9/2019 00:00,1286782.525,861,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM030, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,204.6521971,1090,1090,2,ALTA,39.63032501,92.38572778
62,28,28,204.6521971,0,60,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081435.163,26/9/2019 00:00,1286782.525,861,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM030, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,204.6521971,1406,1406,1,MEDIA,241.6282869,279.9593866
63,29,29,662.6455013,0,61,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,d,0,0,0,0,1081201.189,26/9/2019 00:00,1287535.516,977,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM051, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,662.6455013,1032,1032,2,ALTA,662.6455013,9786.854713
64,30,30,289.5586465,0,62,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1082274.877,26/9/2019 00:00,1287390.061,609,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM032, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,289.5586465,827,827,2,ALTA,63.98170474,210.7671037
65,30,30,289.5586465,0,62,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1082274.877,26/9/2019 00:00,1287390.061,609,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM032, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,289.5586465,836,836,2,ALTA,38.39718867,84.77411514
66,30,30,289.5586465,0,62,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1082274.877,26/9/2019 00:00,1287390.061,609,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM032, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,289.5586465,974,974,2,ALTA,17.31583337,5.754549089
67,30,30,289.5586465,0,62,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1082274.877,26/9/2019 00:00,1287390.061,609,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM032, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,289.5586465,1419,1419,1,MEDIA,102.2650484,130.3471768
68,32,32,420.0294821,0,64,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081926.762,26/9/2019 00:00,1286843.104,684,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM050, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,15-20 aÃƒÂ±os,420.0294821,1412,1412,2,ALTA,450.6111477,7636.336669
69,32,32,420.0294821,0,64,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081926.762,26/9/2019 00:00,1286843.104,684,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM050, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,15-20 aÃƒÂ±os,420.0294821,1419,1419,1,MEDIA,347.2599344,496.7299046
70,33,33,249.973988,0,65,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085043.49,26/9/2019 00:00,1288780.332,722,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM045, ,Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca del corregimiento El Naranjo.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,249.973988,1202,1202,2,ALTA,249.973988,4230.229421
71,34,34,446.7508068,0,66,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1084953.446,26/9/2019 00:00,1289131.97,656,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM052, ,Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca del corregimiento El Naranjo.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,446.7508068,572,572,1,MEDIA,43.63360693,84.48816083
72,34,34,446.7508068,0,66,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1084953.446,26/9/2019 00:00,1289131.97,656,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM052, ,Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca del corregimiento El Naranjo.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,446.7508068,575,575,1,MEDIA,55.49561218,65.42149972
73,34,34,446.7508068,0,66,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1084953.446,26/9/2019 00:00,1289131.97,656,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM052, ,Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca del corregimiento El Naranjo.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,446.7508068,1202,1202,2,ALTA,464.9305877,12556.12573
74,36,36,301.3847463,0,68,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085712.418,26/9/2019 00:00,1285771.276,667,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM047, ,Cerca de la zona de actividad minera.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,301.3847463,1330,1330,2,ALTA,311.8557343,4038.262433
75,36,36,301.3847463,0,68,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085712.418,26/9/2019 00:00,1285771.276,667,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM047, ,Cerca de la zona de actividad minera.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,301.3847463,1419,1419,1,MEDIA,402.398212,451.8332201
76,37,37,205.6612613,0,69,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081875.945,26/9/2019 00:00,1287232.725,784,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM034, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,205.6612613,1412,1412,2,ALTA,205.6612613,1405.216713
77,38,38,215.6846857,0,70,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1083102.619,26/9/2019 00:00,1286811.625,507,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM038, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,215.6846857,1089,1089,2,ALTA,218.8926997,2241.758586
78,38,38,215.6846857,0,70,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1083102.619,26/9/2019 00:00,1286811.625,507,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM038, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,215.6846857,1419,1419,1,MEDIA,36.61478601,44.2344642
79,39,39,918.5005363,0,71,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,df,0,0,0,0,1084807.432,26/9/2019 00:00,1285708.791,681,Flujos, ,Deslizamiento por flujo, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM053, ,Corregimiento La EstaciÃƒÂ³n. Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,918.5005363,1314,1314,2,ALTA,0.920400855,0.034146675
80,39,39,918.5005363,0,71,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,df,0,0,0,0,1084807.432,26/9/2019 00:00,1285708.791,681,Flujos, ,Deslizamiento por flujo, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM053, ,Corregimiento La EstaciÃƒÂ³n. Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,918.5005363,1351,1351,2,ALTA,945.4276009,13426.58925
81,39,39,918.5005363,0,71,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,df,0,0,0,0,1084807.432,26/9/2019 00:00,1285708.791,681,Flujos, ,Deslizamiento por flujo, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM053, ,Corregimiento La EstaciÃƒÂ³n. Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,918.5005363,1419,1419,1,MEDIA,237.2221346,299.2046445
82,40,40,1483.046294,0,73,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,fl,0,0,0,0,1084469.695,26/9/2019 00:00,1285764.066,647,Flujos, ,Flujo de lodo, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM060, ,Corregimiento La EstaciÃƒÂ³n. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,1483.046294,1351,1351,2,ALTA,1524.605907,37548.27912
83,40,40,1483.046294,0,73,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,fl,0,0,0,0,1084469.695,26/9/2019 00:00,1285764.066,647,Flujos, ,Flujo de lodo, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM060, ,Corregimiento La EstaciÃƒÂ³n. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,1483.046294,1419,1419,1,MEDIA,580.0859872,740.9904563
84,41,41,831.2315823,0,76,Lizeth Moreno.,Santander,Lebrija,Angelinos / El Libano,n,dts,0,0,0,0,1085953.222,26/9/2019 00:00,1285768.732,659,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,1/1/2015,109IIID,LM010, ,Cerca de la zona de actividad minera.,Google Earth; 01/2015.,1-5 aÃƒÂ±os,676.6269423,1287,1287,1,MEDIA,11.39711913,3.068334882
85,41,41,831.2315823,0,76,Lizeth Moreno.,Santander,Lebrija,Angelinos / El Libano,n,dts,0,0,0,0,1085953.222,26/9/2019 00:00,1285768.732,659,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,1/1/2015,109IIID,LM010, ,Cerca de la zona de actividad minera.,Google Earth; 01/2015.,1-5 aÃƒÂ±os,676.6269423,1349,1349,2,ALTA,691.1150387,27229.28742
86,41,41,831.2315823,0,76,Lizeth Moreno.,Santander,Lebrija,Angelinos / El Libano,n,dts,0,0,0,0,1085953.222,26/9/2019 00:00,1285768.732,659,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,1/1/2015,109IIID,LM010, ,Cerca de la zona de actividad minera.,Google Earth; 01/2015.,1-5 aÃƒÂ±os,676.6269423,1419,1419,1,MEDIA,384.9325372,538.119977
87,42,42,191.8130528,0,79,Lizeth Moreno.,Santander,Lebrija,El LÃƒÂ­bano,n,rs,0,0,0,0,1083444.184,26/9/2019 00:00,1286400.725,558,ReptaciÃƒÂ³n, ,ReptaciÃƒÂ³n de suelos, ,Inactivo,Ambiental,0,,109IIID,LM006, ,Cerca de la zona de bonanza.,Google Earth; 01/2016.,1-5 aÃƒÂ±os,191.8130528,1294,1294,2,ALTA,182.4084571,1920.746901
88,42,42,191.8130528,0,79,Lizeth Moreno.,Santander,Lebrija,El LÃƒÂ­bano,n,rs,0,0,0,0,1083444.184,26/9/2019 00:00,1286400.725,558,ReptaciÃƒÂ³n, ,ReptaciÃƒÂ³n de suelos, ,Inactivo,Ambiental,0,,109IIID,LM006, ,Cerca de la zona de bonanza.,Google Earth; 01/2016.,1-5 aÃƒÂ±os,191.8130528,1419,1419,1,MEDIA,100.3503956,488.3764125
89,43,43,172.1406618,0,80,Lizeth Moreno.,Santander,Lebrija,Canoas,n,dts,0,0,0,0,1082166.763,26/9/2019 00:00,1287844.708,655,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,1/1/2016,109IIID,LM005, ,Cerca de la zona de bonanza.,Google Earth; 01/2016.,>20 aÃƒÂ±os,172.1406618,1412,1412,2,ALTA,64.73135541,114.673102
90,45,45,81.75936859,0,84,Lizeth Moreno.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085854.746,26/9/2019 00:00,1288994.231,794,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,8/2/2018,109IIID,LM001, ,Corregimiento El Naranjo. Cerca de la Quebrada Cutiga.,Imagen Sentinel 2 L1C: 2018-02-08_1.5_(B8A-B04)(B8A+B04+0.5)[-73.40171813964845;7.1104318748866415;-73.22353363037111;7.291979402790895],1-5 aÃƒÂ±os,98.44151634,1202,1202,2,ALTA,98.44151634,597.6486339
91,46,46,1169.242282,0,88,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,rs,0,0,0,0,1080732.665,26/9/2019 00:00,1285743.036,1014,ReptaciÃƒÂ³n, ,ReptaciÃƒÂ³n de suelos, ,Inactivo,Ambiental,0,,109IIID,CM062, ,Cerca del corregimiento Vaiven; y de la Quebrada Santa Rosa.,Google Earth; 02/2011.,>20 aÃƒÂ±os,454.6951106,1406,1406,1,MEDIA,197.4948902,453.7004291
92,48,48,175.700065,0,93,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,fd,0,0,0,0,1084402.054,26/9/2019 00:00,1285849.38,678,Flujos, ,Flujo de detritos, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM014, ,Corregimiento La EstaciÃƒÂ³n. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,426.5066966,1351,1351,2,ALTA,426.5066966,7728.343694
93,49,49,240.6712916,0,94,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,df,0,0,0,0,1084691.385,26/9/2019 00:00,1285772.182,700,Flujos, ,Deslizamiento por flujo, ,Inactivo,Infraestructura,0,2/3/2011,109IIID,CM015, ,Corregimiento La EstaciÃƒÂ³n. Adyacente a la vÃƒÂ­a Lebrija-Sabana de Torres. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,653.8545795,1351,1351,2,ALTA,653.8545794,11188.21189
94,50,50,195.7613306,0,95,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085074.157,26/9/2019 00:00,1285947.235,727,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM016, ,Corregimiento La EstaciÃƒÂ³n. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,222.9335892,1286,1286,2,ALTA,239.7101034,1825.489448
95,50,50,195.7613306,0,95,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085074.157,26/9/2019 00:00,1285947.235,727,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM016, ,Corregimiento La EstaciÃƒÂ³n. Cerca de la Quebrada La Sorda.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,222.9335892,1419,1419,1,MEDIA,221.3178858,261.6072263
96,51,51,187.2589399,0,96,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085861.832,26/9/2019 00:00,1287114.674,755,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM020, ,Corregimiento Titan. Cerca de la Quebrada Cutiga.,Google Earth; 02/2011.,10-15 aÃƒÂ±os,543.7360627,1011,1011,1,MEDIA,224.981096,401.7796075
97,51,51,187.2589399,0,96,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,El LÃƒÂ­bano,n,dts,0,0,0,0,1085861.832,26/9/2019 00:00,1287114.674,755,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM020, ,Corregimiento Titan. Cerca de la Quebrada Cutiga.,Google Earth; 02/2011.,10-15 aÃƒÂ±os,543.7360627,1202,1202,2,ALTA,823.4894841,4253.707706
98,52,52,53.43751429,0,100,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081180.898,26/9/2019 00:00,1286083.889,977,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM003, ,Cerca del corregimiento Vaiven.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,158.5989,1237,1237,2,ALTA,44.60085637,104.4092308
99,52,52,53.43751429,0,100,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081180.898,26/9/2019 00:00,1286083.889,977,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM003, ,Cerca del corregimiento Vaiven.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,158.5989,1241,1241,2,ALTA,42.11141901,93.10881871
100,52,52,53.43751429,0,100,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081180.898,26/9/2019 00:00,1286083.889,977,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM003, ,Cerca del corregimiento Vaiven.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,158.5989,1245,1245,2,ALTA,76.41032264,225.9432806
101,52,52,53.43751429,0,100,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081180.898,26/9/2019 00:00,1286083.889,977,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM003, ,Cerca del corregimiento Vaiven.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,158.5989,1406,1406,1,MEDIA,113.783902,127.8927259
102,53,53,31.5952674,0,101,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1081280.723,26/9/2019 00:00,1286483.513,912,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM005, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,133.424929,1156,1156,2,ALTA,44.37033974,83.9809787
103,53,53,31.5952674,0,101,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,ft,0,0,0,0,1081280.723,26/9/2019 00:00,1286483.513,912,Flujos, ,Flujo de tierra, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM005, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,133.424929,1406,1406,1,MEDIA,124.5961893,245.3450347
104,54,54,64.60732149,0,103,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081417.395,26/9/2019 00:00,1287048.545,903,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM007, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,266.400454,957,957,2,ALTA,157.9479488,678.8833688
105,54,54,64.60732149,0,103,Carlos David Mesa GÃƒÂ³mez.,Santander,Lebrija,Cristal,n,dts,0,0,0,0,1081417.395,26/9/2019 00:00,1287048.545,903,Deslizamiento, ,Deslizamiento traslacional, ,Inactivo,Ambiental,0,2/3/2011,109IIID,CM007, ,Cerca de la zona de bonanza.,Google Earth; 02/2011.,5-10 aÃƒÂ±os,266.400454,968,968,2,ALTA,45.80165657,128.7921702
